Record,custid,SUBSCRIBE,Disc,Title,LastOrder,Pcode,DA_Income,DA_Under20,DA_Over60,DA_Single,NumDeliv,NumMeals,MealsPerDeliv,Healthy,Veggie,Meaty,Special,TotPurch,Weeks3Meals,Sample
205,2719902,N,NA,NA,2/26/2018,H7X 3H8,24.3,160,165,42,17,51,3,40,8,1,2,627.1353589,NA,Estimation
206,1957740,N,NA,Mrs,1/15/2018,J4V 0C8,120,290,149,70,14,42,3,25,1,3,13,485.8046488,NA,Validation
207,2043555,NA,NA,Mrs,2/25/2018,T9M 1G6,83.3,186,141,40,15,15,1,9,0,4,2,154.2629578,NA,Holdout
208,1765618,N,NA,Dr,2/2/2018,A1Y 2E4,80.8,155,189,36,14,28,2,12,0,12,4,308.5022081,NA,Validation
209,2086931,N,Senior,NA,1/6/2018,V4V 3E8,69.7,57,124,54,15,30,2,21,1,1,7,379.9860358,NA,Estimation
210,1939159,N,NA,Ms,2/11/2018,H8R 2L,80.2,157,176,53,31,62,2,3,8,9,42,767.8201925,NA,Estimation
211,1704436,NA,NA,Mrs,1/31/2018,T4X 1T,66.7,143,110,38,16,48,3,27,2,0,19,546.062931,NA,Holdout
212,1278809,Y,NA,Mrs,2/17/2018,K1E 2Y,78.4,157,257,95,44,88,2,3,0,39,46,1079.845942,1,Estimation
213,2541528,N,Student,Mrs,1/5/2018,G4W 0G,62,206,212,24,13,13,1,0,4,2,7,176.1556868,NA,Estimation
214,2266983,NA,NA,Mr,2/19/2018,L4P 1W,42.6,183,204,19,25,50,2,2,4,3,41,571.3942608,NA,Holdout
215,2236042,NA,NA,NA,2/22/2018,J5A 0H,89.8,288,179,11,29,58,2,5,15,29,9,746.4971185,NA,Holdout
216,2747797,Y,Student,Mrs,1/25/2018,L9T 2J,100.4,90,218,13,4,8,2,1,1,1,5,104.595738,1,Estimation
217,1530188,N,Student,Ms,12/14/2017,J4V 2J,63.8,95,178,20,18,36,2,4,4,0,28,368.4356459,NA,Validation
218,2011630,N,NA,Mr,2/21/2018,H9P 3P,NA,123,NA,NA,9,18,2,10,7,1,0,205.6738435,NA,Validation
219,2016795,N,NA,Ms,1/31/2018,R4K 0G,82.8,197,67,45,15,30,2,2,0,2,26,306.7945255,NA,Estimation
220,3104843,N,NA,NA,2/11/2018,T1G 0E,69.1,352,123,35,18,54,3,0,11,1,42,649.5362487,NA,Estimation
221,3023222,NA,NA,NA,12/8/2017,E8T 3S3,35.3,295,201,50,14,28,2,20,0,3,5,346.4526482,NA,Holdout
222,2260805,N,Senior,Mrs,2/26/2018,J6N 0T0,70,173,142,7,17,17,1,6,0,2,9,193.5639147,NA,Estimation
223,3329945,N,NA,Ms,1/4/2018,A2H 0A1,57.4,145,149,7,23,23,1,3,1,3,16,318.7550243,NA,Estimation
224,1204510,N,NA,Mrs,1/3/2018,G3Z 3W6,63.2,288,173,22,20,40,2,2,10,1,27,530.478064,NA,Estimation
225,1185007,N,NA,NA,1/6/2018,H7M 3P8,46.9,221,145,47,17,51,3,20,0,4,27,624.8084716,NA,Estimation
226,1592667,N,NA,NA,2/12/2018,E6J 1G9,106.1,170,120,45,19,38,2,6,0,30,2,484.9017007,NA,Estimation
227,1807003,N,Senior,Mr,12/1/2017,P8N 0L7,63.4,197,106,38,15,15,1,9,1,3,2,206.7579766,NA,Validation
228,1666207,N,Senior,Ms,1/28/2018,N7G 3K3,37.9,283,76,55,22,22,1,1,2,0,19,278.8740205,NA,Validation
229,2323662,NA,NA,Ms,1/24/2018,J8A 0T8,73.9,192,140,53,21,42,2,1,2,23,16,522.8580679,NA,Holdout
230,2786957,Y,NA,Mr,2/14/2018,K7G 1Y,75.3,214,172,19,38,76,2,2,69,5,0,1050.163391,4,Estimation
231,2026004,NA,NA,Mr,1/31/2018,G5H 3S,50.3,254,124,18,18,18,1,7,1,0,10,250.4593533,NA,Holdout
232,1731712,NA,NA,Mr,1/29/2018,G5B 1H,12.2,162,175,6,21,42,2,31,1,10,0,443.8502591,NA,Holdout
233,3234473,NA,NA,Ms,2/10/2018,E7L 3L,57.2,58,187,39,21,21,1,1,1,1,18,218.1324804,NA,Holdout
234,3303028,N,Student,NA,1/23/2018,B2T 2W,81.4,198,167,59,21,42,2,12,15,1,14,463.9232763,NA,Validation
235,2843489,Y,NA,Mrs,1/29/2018,J2W 0H,68.8,285,74,50,41,82,2,0,3,5,74,1110.70163,1,Validation
236,1719143,N,NA,NA,2/17/2018,G5T 2B,68,187,139,42,17,51,3,38,0,12,1,558.4897228,NA,Estimation
237,2499506,Y,NA,Ms,2/27/2018,E7B 3X,81.2,246,160,52,45,90,2,4,34,26,26,1167.768477,0,Validation
238,1953798,N,NA,Mr,11/5/2017,V0L 3S,46.3,161,153,64,12,24,2,12,2,0,10,304.351224,NA,Estimation
239,2797150,NA,NA,Ms,1/29/2018,B1B 1J,91.9,135,179,51,37,74,2,25,5,16,28,789.8631394,NA,Holdout
240,1206880,NA,NA,Mrs,2/12/2018,H0H 2B,69.9,230,140,13,14,28,2,3,1,10,14,355.2340905,NA,Holdout
241,1122305,Y,NA,NA,2/13/2018,B0V 2H9,84.1,173,178,25,41,82,2,41,13,21,7,877.1141947,0,Validation
242,1222802,Y,Student,Mr,2/18/2018,J6R 3P0,90.7,258,118,38,47,94,2,70,4,20,0,1113.508462,2,Estimation
243,2878085,N,NA,Mr,12/28/2017,L9N 0L2,74.5,266,181,27,12,24,2,11,4,4,5,325.5801131,NA,Estimation
244,2024159,N,NA,NA,1/10/2018,B1K 1E1,52.4,171,147,24,17,17,1,8,1,6,2,203.1767285,NA,Validation
245,3131689,N,Student,Mr,11/10/2017,L3V 1R5,93.3,207,139,15,14,14,1,2,0,6,6,140.2960615,NA,Estimation
246,2166203,N,NA,Mrs,1/11/2018,G0S 1C4,30,264,320,36,35,70,2,60,3,1,6,923.4491895,NA,Validation
247,1829827,Y,Student,NA,1/13/2018,T1L 2L5,59.1,302,121,32,10,20,2,4,1,15,0,231.476513,3,Estimation
248,2328611,N,NA,Ms,12/5/2017,T1P 0G1,64.9,172,294,5,17,17,1,0,0,2,15,193.4216986,NA,Validation
249,1413502,N,NA,Mrs,2/2/2018,V1R 2A4,66.7,166,172,86,26,52,2,31,12,3,6,670.8876275,NA,Estimation
250,1969056,N,Senior,Mrs,2/14/2018,B1K 2R,90.4,177,157,51,35,70,2,41,5,18,6,832.5959086,NA,Estimation
251,1784858,NA,NA,NA,1/1/2018,J0M 0C,72.7,284,172,34,9,18,2,4,0,2,12,207.9379666,NA,Holdout
252,2934062,NA,NA,Ms,12/22/2017,J0E 1H,78.1,147,96,84,12,36,3,4,3,25,4,459.7208861,5,Holdout
253,2280564,N,NA,Mr,1/6/2018,H7X 3L,68.6,154,258,69,23,46,2,15,1,21,9,623.0780101,NA,Validation
254,3269235,NA,Student,NA,2/13/2018,M8V 2J,65,182,287,31,35,70,2,23,0,25,22,913.7816075,NA,Holdout
255,1563138,N,NA,NA,1/2/2018,E5M 3X,83.9,109,143,38,23,23,1,0,0,14,9,253.8572457,NA,Validation
256,2979836,Y,NA,Ms,2/7/2018,E4T 0H,NA,170,NA,NA,44,44,1,0,6,15,23,607.7624507,2,Estimation
257,2236155,N,Senior,Mr,2/2/2018,H3J 1L,21.9,172,105,43,24,72,3,26,11,8,27,771.0215363,NA,Validation
258,2972349,Y,NA,Mr,2/21/2018,G6G 0C,81.5,204,121,25,22,44,2,9,0,30,5,566.0414026,0,Validation
259,1148751,Y,Student,NA,2/4/2018,E2A 1T,77.5,247,121,7,41,82,2,22,1,24,35,1112.489016,1,Estimation
260,2467130,NA,Senior,Ms,1/25/2018,E5T 3G,61.5,309,163,22,10,20,2,4,8,3,5,261.8125409,NA,Holdout
261,2299197,N,NA,Ms,2/5/2018,K9V 2C1,89,256,130,23,39,78,2,41,4,2,31,835.1809128,NA,Validation
262,2457106,N,NA,NA,12/12/2017,B1G 3Z9,62.2,111,49,38,11,33,3,0,0,11,22,389.7706906,NA,Estimation
263,2437288,N,NA,Mrs,1/14/2018,T4L 0G4,64.3,305,108,28,8,16,2,6,1,6,3,217.2404645,NA,Validation
264,1182060,Y,Senior,Mr,2/8/2018,E4H 0Z5,87.1,256,130,34,32,96,3,35,34,8,19,1114.871046,0,Validation
265,2338960,NA,NA,NA,1/24/2018,G6G 1L2,104.4,204,195,14,15,30,2,1,10,11,8,306.5248555,NA,Holdout
266,1482165,N,Senior,Mr,1/20/2018,E1J 2Y1,75.4,294,120,61,29,58,2,16,28,5,9,602.1912043,NA,Estimation
267,2002276,NA,Senior,NA,1/13/2018,R9A 2T9,NA,237,NA,NA,34,34,1,20,1,3,10,402.4033863,NA,Holdout
268,1166645,N,NA,Mr,12/26/2017,K2S 1Z3,46.2,189,218,19,28,56,2,38,7,10,1,598.8440365,NA,Estimation
269,2215470,N,NA,NA,2/9/2018,T4V 0R3,63.4,159,198,23,15,30,2,15,0,12,3,395.5142934,NA,Estimation
270,2713599,N,NA,Ms,12/17/2017,R5G 2J,51.2,262,96,21,26,52,2,10,2,26,14,587.2315084,NA,Estimation
271,2307440,NA,Senior,NA,12/8/2017,J0X 2W,64.8,45,155,20,13,39,3,24,0,7,8,461.5924644,NA,Holdout
272,3072114,N,Senior,Dr,1/6/2018,E8A 3R,77.9,189,82,24,20,40,2,0,13,0,27,511.3948645,NA,Estimation
273,3121011,N,NA,Mrs,2/11/2018,K7G 0Y,53,121,192,69,12,36,3,10,1,0,25,425.642944,NA,Estimation
274,2529351,NA,Student,NA,12/2/2017,G6L 3T,123,58,80,93,17,51,3,2,3,13,33,638.7369752,NA,Holdout
275,2157833,N,NA,Mrs,11/29/2017,B2E 1P,73.1,215,117,63,19,19,1,0,3,0,16,210.6820182,NA,Validation
276,2136722,N,Senior,Dr,2/10/2018,R1A 1W,92.6,191,185,54,21,42,2,21,0,20,1,454.2797405,NA,Estimation
277,2039208,N,NA,Mrs,11/29/2017,G5V 1H,24.2,58,106,31,16,32,2,10,19,1,2,422.9721794,NA,Validation
278,2030587,Y,Senior,Mrs,10/29/2017,J8N 2W,84.8,180,169,3,8,16,2,10,2,3,1,206.1055421,6,Estimation
279,2321197,N,NA,Ms,12/30/2017,M4W 2R,43.7,229,184,26,15,30,2,0,19,10,1,317.251798,NA,Estimation
280,1551926,NA,NA,NA,1/24/2018,J5R 0V,88.4,245,120,1,13,13,1,0,1,0,12,134.2837826,NA,Holdout
281,2830558,NA,NA,NA,12/7/2017,N3Y 0L3,78,220,162,49,21,42,2,22,0,9,11,428.6509972,NA,Holdout
282,3060798,NA,NA,Dr,2/28/2018,L7B 0K9,61.8,250,180,32,8,16,2,2,0,0,14,160.3026129,2,Holdout
283,2034420,N,NA,NA,12/31/2017,E3E 3C8,96.5,213,125,39,28,56,2,7,0,7,42,712.3017308,NA,Validation
284,2882463,N,NA,Ms,11/26/2017,M1B 2Y6,56,225,158,20,19,19,1,10,2,0,7,201.1160227,NA,Validation
285,1919105,N,NA,NA,2/23/2018,L7J 1W0,58.4,192,104,0,36,72,2,61,7,1,3,805.6060076,NA,Estimation
286,2688870,N,NA,Ms,2/15/2018,B2G 2Z3,50,127,163,84,26,52,2,5,5,6,36,591.284454,NA,Validation
287,2766163,N,NA,Ms,1/29/2018,T4X 2L5,56.6,217,112,43,23,69,3,1,9,28,31,866.4363616,NA,Validation
288,3139323,Y,NA,Mr,3/1/2018,L9S 0V2,88.9,264,152,26,50,50,1,19,0,20,11,578.361359,1,Validation
289,3119620,N,Senior,Mrs,12/24/2017,E8P 0P8,78.7,359,133,59,21,42,2,14,4,5,19,453.1201017,NA,Estimation
290,3296076,N,Senior,Ms,1/16/2018,E7P 3V,90.1,169,113,61,30,60,2,41,0,16,3,661.9194873,NA,Validation
291,2863005,N,NA,Ms,2/26/2018,E4X 3R,62.2,200,254,15,8,8,1,5,1,0,2,91.13703322,NA,Validation
292,2015771,NA,NA,Ms,1/15/2018,E8P 2J,77.5,51,157,18,16,32,2,1,0,12,19,377.5099859,NA,Holdout
293,2374178,N,Senior,Mrs,11/17/2017,T7Z 0L,74.9,144,233,41,10,20,2,16,0,4,0,271.1029275,NA,Estimation
294,3013256,NA,NA,Dr,2/1/2018,J5A 1G,41.5,290,140,73,26,52,2,18,0,3,31,529.178268,NA,Holdout
295,3288999,N,Senior,Mr,12/27/2017,E5P 2J,105.6,182,114,57,8,16,2,3,0,2,11,177.7430661,NA,Validation
296,3181093,NA,NA,Mr,2/4/2018,J8N 0S,72.7,239,129,63,34,102,3,14,11,9,68,1170.045977,2,Holdout
297,2014324,N,NA,Ms,1/29/2018,E5M 0C,85.3,246,151,29,23,46,2,3,7,2,34,469.7364607,NA,Estimation
298,2252887,N,Student,NA,1/29/2018,J1A 3L,89.1,133,287,5,17,51,3,21,11,15,4,708.3257034,NA,Estimation
299,3170437,N,NA,Mr,1/12/2018,E7B 0V,69,201,136,61,36,72,2,47,5,7,13,922.9488472,NA,Estimation
300,1436426,Y,NA,NA,2/24/2018,E5A 0R,63.9,216,211,51,36,108,3,44,6,23,35,1302.270823,3,Validation
301,1408637,N,NA,NA,11/13/2017,N4X 2K1,87.9,178,131,41,15,30,2,7,0,0,23,347.6030755,NA,Estimation
302,3074123,Y,Senior,NA,11/2/2017,G0C 3L6,49.1,214,200,51,7,14,2,0,2,5,7,179.8637876,2,Estimation
303,1794688,N,NA,Mr,1/17/2018,J3T 1W6,109.4,154,110,50,27,81,3,21,0,48,12,1007.623497,NA,Estimation
304,1450533,NA,NA,Mr,10/30/2017,J5W 0S1,62.3,119,186,21,9,27,3,6,4,5,12,290.583683,NA,Holdout
305,1479439,N,NA,Ms,1/7/2018,G0T 0J4,103.1,236,152,49,21,21,1,0,3,1,17,254.5170482,NA,Validation
306,1468902,N,Senior,Mrs,1/23/2018,A0E 1Y1,100.2,297,110,62,18,36,2,7,5,11,13,448.2808664,NA,Estimation
307,3156450,N,NA,NA,1/2/2018,J5A 2L3,71.7,212,200,45,24,48,2,28,4,3,13,484.462507,NA,Estimation
308,2482067,N,NA,Mr,1/20/2018,J0M 3W4,81.3,195,139,91,13,13,1,0,7,4,2,148.2247371,NA,Estimation
309,1881718,N,NA,NA,1/18/2018,V9G 0S7,49.5,179,114,64,37,74,2,45,10,19,0,799.7293012,NA,Estimation
310,1220573,Y,Senior,Ms,12/31/2017,G0R 0K,76.5,298,95,42,31,93,3,0,9,30,54,1111.108449,1,Validation
311,3306993,N,NA,NA,12/16/2017,J8H 1H,90.9,276,283,5,22,66,3,9,30,27,0,747.6736342,NA,Estimation
312,2420311,N,NA,Mr,2/17/2018,E8B 3A,72,298,239,8,23,69,3,43,0,16,10,875.9249224,NA,Validation
313,1118240,NA,NA,Mrs,11/17/2017,G0R 1H,60.9,243,147,48,14,28,2,14,3,7,4,356.803322,NA,Holdout
314,2509551,N,NA,Mr,11/13/2017,E5B 1H,56.9,219,249,38,10,10,1,0,4,3,3,122.7474251,NA,Validation
315,2246749,NA,NA,Ms,2/13/2018,T1G 3A,69.3,234,164,46,30,90,3,74,3,13,0,1195.434838,1,Holdout
316,2796083,NA,Senior,NA,2/5/2018,L6A 3A,91.4,218,108,64,12,24,2,11,4,0,9,311.3947553,NA,Holdout
317,1476011,Y,NA,NA,2/19/2018,E6L 2W,60.3,115,171,15,45,90,2,18,9,6,57,1169.788397,2,Validation
318,2813659,NA,NA,NA,2/14/2018,H7B 0V,67.6,350,134,46,24,72,3,2,11,50,9,728.1808738,4,Holdout
319,2340027,NA,NA,NA,2/2/2018,E5J 0E,44.1,119,195,61,35,70,2,3,5,13,49,763.0189647,NA,Holdout
320,1199872,NA,NA,Mr,1/16/2018,L7J 0W,79.9,266,133,33,10,10,1,2,0,3,5,133.0855007,NA,Holdout
321,3089350,N,NA,Mrs,2/20/2018,J2N 1S7,96.2,113,211,62,22,22,1,0,2,14,6,289.3102509,NA,Validation
322,2362333,N,NA,Mr,12/7/2017,N3Y 3P6,99.9,137,194,2,13,26,2,0,0,4,22,330.6883007,NA,Estimation
323,3028737,NA,NA,NA,11/7/2017,S9X 1X3,86.3,150,137,28,6,12,2,1,1,0,10,165.2808103,NA,Holdout
324,1453886,NA,NA,Dr,2/25/2018,T1G 1Z9,32.6,116,180,62,9,18,2,16,1,1,0,214.582631,NA,Holdout
325,1701986,Y,NA,Mrs,2/6/2018,H7X 3H8,79.6,195,85,26,42,42,1,14,3,2,23,428.7315516,3,Estimation
326,2161560,N,NA,NA,1/7/2018,J4V 0C8,79.1,140,122,48,26,104,4,12,0,26,66,1299.777338,NA,Estimation
327,1271153,N,Student,NA,11/10/2017,T9M 1G6,62.9,210,173,67,15,30,2,18,2,8,2,393.8956223,NA,Estimation
328,1911639,NA,NA,Mr,1/24/2018,A1Y 2E4,73.4,341,115,4,18,36,2,13,13,10,0,361.4200315,NA,Holdout
329,3010212,N,NA,NA,1/18/2018,V4V 3E8,52.7,251,71,48,12,24,2,0,2,4,18,331.4460201,NA,Estimation
330,2722710,NA,Student,Ms,12/10/2017,H8R 2L,83.6,81,134,1,11,22,2,0,2,4,16,293.4692415,NA,Holdout
331,1121260,N,NA,NA,1/5/2018,T4X 1T,63.5,233,136,1,25,25,1,5,0,4,16,259.5005385,NA,Validation
332,2722640,N,NA,Mr,1/2/2018,K1E 2Y,38.6,205,123,26,12,36,3,25,7,4,0,431.3646798,NA,Estimation
333,3037668,Y,NA,Ms,12/17/2017,G4W 0G,62.7,335,89,22,27,54,2,32,2,18,2,543.9634188,1,Estimation
334,2638381,N,NA,NA,11/29/2017,L4P 1W,97.3,235,168,34,9,27,3,3,6,0,18,337.9023523,NA,Validation
335,2599258,N,NA,NA,2/20/2018,J5A 0H,NA,181,NA,NA,32,64,2,29,3,27,5,670.0179187,NA,Validation
336,2352993,Y,NA,Mrs,2/25/2018,L9T 2J,84.7,111,169,57,28,84,3,20,1,18,45,862.31365,3,Validation
337,3023751,N,Student,Mr,12/24/2017,J4V 2J,88.9,203,179,48,24,72,3,21,8,40,3,721.8927019,NA,Validation
338,1444236,Y,NA,Mrs,11/13/2017,H9P 3P,70.1,283,211,57,8,16,2,7,0,6,3,165.5041223,0,Validation
339,1388525,NA,NA,NA,1/30/2018,R4K 0G,63,137,157,21,40,80,2,1,6,16,57,1084.348838,0,Holdout
340,1708962,N,NA,Ms,2/8/2018,T1G 0E,59.4,146,192,50,33,66,2,10,3,14,39,851.8939556,NA,Validation
341,1590722,Y,NA,NA,2/28/2018,E8T 3S3,84.8,268,147,54,14,42,3,21,2,1,18,518.1176651,3,Estimation
342,3262315,NA,Senior,Mrs,2/25/2018,J6N 0T0,48.7,264,96,36,26,26,1,6,12,2,6,343.0724159,NA,Holdout
343,1769533,NA,NA,NA,1/24/2018,A2H 0A1,74.9,179,141,66,26,78,3,13,2,7,56,863.1218813,NA,Holdout
344,1392391,N,NA,NA,2/4/2018,G3Z 3W6,NA,165,NA,NA,17,51,3,2,5,11,33,564.1335678,NA,Validation
345,2380359,NA,NA,Mr,1/3/2018,H7M 3P8,24.7,180,288,54,14,14,1,0,0,1,13,160.5704069,NA,Holdout
346,2067546,N,NA,NA,1/20/2018,E6J 1G9,41.8,277,121,27,7,14,2,8,2,0,4,189.4054753,NA,Estimation
347,2212186,N,NA,Ms,1/10/2018,P8N 0L7,88.3,204,179,51,22,44,2,11,2,24,7,493.2903956,NA,Validation
348,1725642,N,Senior,Ms,1/1/2018,N7G 3K3,66.2,218,136,30,28,84,3,40,0,38,6,997.1347105,NA,Validation
349,1426575,Y,Student,NA,2/19/2018,J8A 0T8,86.1,314,119,44,10,20,2,0,2,8,10,201.7438438,3,Validation
350,1228147,NA,Student,Ms,1/30/2018,K7G 1Y,107.7,260,139,16,16,16,1,0,0,3,13,173.8334329,NA,Holdout
351,1882763,N,Senior,Ms,1/27/2018,G5H 3S,99.5,285,220,68,16,32,2,22,3,1,6,329.4892607,NA,Validation
352,2393538,N,NA,Dr,1/8/2018,G5B 1H,83.5,320,148,17,14,28,2,18,0,10,0,361.6204566,NA,Estimation
353,2701468,NA,NA,Mr,1/6/2018,E7L 3L,77.6,178,105,57,19,38,2,21,5,9,3,497.1708393,NA,Holdout
354,1520519,Y,NA,Mrs,12/3/2017,B2T 2W,66.1,192,191,72,12,48,4,30,0,0,18,667.2383724,1,Validation
355,1187209,N,NA,Mr,11/7/2017,J2W 0H,101.6,211,163,56,13,26,2,11,0,3,12,352.5575485,NA,Estimation
356,2840450,N,NA,Mr,1/18/2018,G5T 2B,81.9,231,164,29,24,24,1,6,2,16,0,316.4266698,NA,Estimation
357,1257903,N,NA,Ms,2/18/2018,E7B 3X,46.5,164,160,38,19,38,2,8,3,9,18,514.5862943,NA,Validation
358,2752868,N,NA,Ms,1/25/2018,V0L 3S,66.9,215,163,26,30,60,2,9,35,8,8,708.1284739,NA,Estimation
359,2469013,N,NA,Mrs,11/24/2017,B1B 1J,31.6,150,135,33,16,16,1,4,0,2,10,180.6356514,NA,Estimation
360,1324910,N,NA,Mrs,1/27/2018,H0H 2B,66.1,224,173,17,28,56,2,1,3,0,52,593.1925572,NA,Validation
361,1335296,NA,NA,Mrs,2/25/2018,B0V 2H9,18.2,133,104,37,41,82,2,27,6,34,15,1023.02115,NA,Holdout
362,1359795,N,NA,NA,12/7/2017,J6R 3P0,96.3,183,217,23,18,54,3,22,12,10,10,742.3604922,NA,Validation
363,1133807,NA,Senior,Mrs,1/19/2018,L9N 0L2,57.3,297,129,24,22,66,3,27,5,27,7,698.2817114,NA,Holdout
364,1698146,N,NA,NA,12/29/2017,B1K 1E1,NA,175,NA,NA,15,30,2,0,0,5,25,345.8997366,NA,Estimation
365,2396195,NA,NA,NA,2/21/2018,L3V 1R5,66.6,151,223,48,16,32,2,11,10,1,10,445.1850421,NA,Holdout
366,1795216,NA,NA,Mrs,12/22/2017,G0S 1C4,82.2,240,108,49,27,81,3,40,10,27,4,880.085837,2,Holdout
367,2554831,Y,Senior,Mr,12/22/2017,T1L 2L5,83.6,9,150,30,15,30,2,3,7,4,16,419.8265613,1,Estimation
368,1273963,N,NA,Mr,11/25/2017,T1P 0G1,81.4,207,176,4,14,14,1,7,0,2,5,175.02272,NA,Estimation
369,1425273,NA,NA,Mrs,2/21/2018,V1R 2A4,58.5,214,177,28,31,31,1,16,2,13,0,381.4774523,NA,Holdout
370,2823767,NA,Senior,Ms,2/5/2018,B1K 2R,42.7,364,133,38,40,120,3,46,4,21,49,1463.05807,6,Holdout
371,2457633,N,NA,Dr,2/19/2018,J0M 0C,62.2,160,109,23,20,40,2,17,4,5,14,492.3642074,NA,Estimation
372,2928408,N,Senior,Mr,1/2/2018,J0E 1H,NA,143,NA,NA,16,32,2,4,0,27,1,363.2370692,NA,Estimation
373,2158940,NA,NA,Mr,1/14/2018,H7X 3L,53.5,359,112,63,27,81,3,63,0,18,0,1016.241803,NA,Holdout
374,2550931,N,NA,NA,2/3/2018,M8V 2J,68.6,225,148,43,38,76,2,23,0,12,41,870.8993699,NA,Validation
375,3067114,N,NA,Mr,11/5/2017,E5M 3X,46.6,199,158,39,12,24,2,0,5,18,1,247.8201707,NA,Estimation
376,1931664,NA,NA,Mr,11/11/2017,E4T 0H,69.8,235,157,100,14,14,1,5,1,0,8,152.0240346,NA,Holdout
377,1196967,N,NA,Mrs,1/19/2018,H3J 1L,72.6,168,156,13,29,58,2,47,8,0,3,647.4791674,NA,Estimation
378,1938645,NA,NA,NA,11/7/2017,G6G 0C,67.1,115,161,39,7,7,1,0,0,5,2,96.66292006,NA,Holdout
379,2721014,N,NA,Mr,10/22/2017,E2A 1T,66.7,253,159,16,8,24,3,5,2,7,10,287.2899532,NA,Validation
380,2475647,N,Senior,NA,11/20/2017,E5T 3G,105.3,206,179,33,17,51,3,13,0,19,19,646.4982858,NA,Validation
381,1616321,N,NA,Mr,1/6/2018,K9V 2C1,85.3,193,97,28,26,26,1,2,14,8,2,288.3211607,NA,Validation
382,1348998,NA,NA,Mr,2/14/2018,B1G 3Z9,92.2,107,176,60,15,30,2,17,5,6,2,334.0194694,NA,Holdout
383,1777438,N,NA,Ms,2/16/2018,T4L 0G4,51.5,144,221,44,19,38,2,0,0,11,27,431.7352004,NA,Estimation
384,1759995,NA,NA,Ms,1/9/2018,E4H 0Z5,73.3,233,129,39,13,26,2,5,4,2,15,337.8252537,NA,Holdout
385,3297151,NA,NA,NA,12/14/2017,G6G 1L2,93.1,133,140,31,25,50,2,2,2,23,23,572.8687281,NA,Holdout
386,1267881,Y,NA,Mr,3/1/2018,E1J 2Y1,68.9,234,79,11,44,88,2,41,5,0,42,918.4152083,1,Estimation
387,3004378,N,NA,NA,1/16/2018,R9A 2T9,27.4,286,83,29,21,63,3,18,1,10,34,731.1169373,NA,Estimation
388,3012563,N,NA,Mr,1/4/2018,K2S 1Z3,76.9,266,226,31,23,46,2,38,0,4,4,574.3664196,NA,Estimation
389,3226520,N,Senior,NA,12/19/2017,T4V 0R3,31.9,106,173,68,27,54,2,17,0,2,35,706.171848,NA,Validation
390,3206028,N,NA,NA,12/28/2017,R5G 2J,53.8,208,180,30,29,58,2,5,1,3,49,711.3617798,NA,Estimation
391,2350118,NA,NA,Mr,12/8/2017,J0X 2W,96.5,200,194,44,16,16,1,6,1,0,9,169.1510705,NA,Holdout
392,2877883,NA,NA,Mrs,3/1/2018,E8A 3R,82.3,263,138,89,10,10,1,7,2,0,1,105.4223277,2,Holdout
393,2043450,N,NA,NA,12/26/2017,K7G 0Y,91.8,226,226,26,22,44,2,20,0,12,12,520.4049217,NA,Estimation
394,2685883,N,NA,Mrs,1/17/2018,G6L 3T,76.1,108,206,28,14,28,2,16,6,0,6,293.6840908,NA,Validation
395,2478688,N,NA,NA,12/13/2017,B2E 1P,67.8,176,125,47,16,32,2,21,6,1,4,324.8360707,NA,Estimation
396,2323327,NA,NA,Mrs,1/11/2018,R1A 1W,51.5,278,162,62,24,24,1,20,0,4,0,304.8627315,NA,Holdout
397,1954551,NA,NA,NA,1/5/2018,G5V 1H,101.9,265,172,15,20,40,2,26,2,1,11,405.830144,NA,Holdout
398,1513402,N,NA,Mr,11/2/2017,J8N 2W,70.9,328,97,68,7,7,1,1,0,3,3,94.11344152,NA,Estimation
399,1159272,Y,NA,NA,2/17/2018,M4W 2R,55.7,131,153,63,46,92,2,12,7,4,69,1200.453528,5,Estimation
400,1820584,N,NA,Ms,12/9/2017,J5R 0V,87.3,153,167,74,19,38,2,17,0,4,17,501.5430135,NA,Estimation
401,3031627,NA,Student,Ms,2/24/2018,N3Y 0L3,91.5,173,115,48,47,94,2,5,7,13,69,1185.376231,4,Holdout
402,2790770,N,NA,Mrs,2/6/2018,L7B 0K9,107.9,269,169,35,18,36,2,17,2,5,12,500.361765,NA,Validation
403,2074332,N,NA,Mrs,12/10/2017,E3E 3C8,57.9,207,133,58,20,40,2,21,0,8,11,481.1740002,NA,Estimation
404,2836058,N,NA,Mrs,12/26/2017,M1B 2Y6,62.2,303,174,12,24,24,1,9,1,2,12,306.0907984,NA,Estimation
405,2290716,NA,NA,Ms,2/28/2018,L7J 1W0,61.7,239,116,9,18,36,2,8,1,7,20,415.4203221,NA,Holdout
406,2408239,N,NA,Mr,2/26/2018,B2G 2Z3,62.5,209,128,41,17,34,2,26,2,6,0,461.3723979,NA,Estimation
407,2847842,Y,NA,Ms,2/25/2018,T4X 2L5,62.7,328,109,63,50,100,2,22,6,46,26,1019.93961,1,Validation
408,1848776,N,NA,NA,2/16/2018,L9S 0V2,64.1,236,153,38,26,52,2,29,3,0,20,563.9707085,NA,Validation
409,3211702,N,NA,NA,11/28/2017,E8P 0P8,98.8,248,89,19,18,18,1,15,0,1,2,190.5201815,NA,Validation
410,2644717,N,NA,NA,1/5/2018,E7P 3V,56,201,156,25,33,66,2,48,13,5,0,911.6995851,NA,Validation
